지점,일자,일최고 기온 (℃),일최저 기온 (℃),기온차,일강수량,평균해면기압,평균습도,일사합,일조합
41,2014-02-07,8.3,-3.5,11.8,0,1020.4,51,9.85,4.7
41,2014-02-08,3.6,-0.7,4.3,4.4,1017.4,82,4.98,0
41,2014-02-09,1.8,-2.9,4.7,0,1021.7,79,7.51,1.8
41,2014-02-10,4.6,-1.9,6.5,0.3,1025.9,63,11.12,5.8
41,2014-02-11,5.1,-3.3,8.4,,1026.8,48,15.81,10.1
41,2014-02-12,6.9,-0.5,7.4,,1028.6,53,14.48,7.1
41,2014-02-13,6.8,-1.9,8.7,,1030.4,57,12.12,5.5
41,2014-02-14,8,-1.3,9.3,,1028.5,55,13.62,8
41,2014-02-15,9.2,-3.5,12.7,,1027.5,64,15.45,10
41,2014-02-16,10.1,-2.9,13,,1028.6,66,12.33,6.4
41,2014-02-17,10.8,-0.1,10.9,,1027.1,51,10.72,4.1
41,2014-02-18,6.2,0.6,5.6,,1027,50,10.16,2.5
41,2014-02-19,6.8,-1.2,8,,1026.6,54,13.87,8.4
41,2014-02-20,4.9,-2.9,7.8,,1027.9,72,12.34,6.4
41,2014-02-21,7.6,-5.4,13,,1030.6,58,16.33,10.2
41,2014-02-22,7.8,-3.4,11.2,,1031.6,70,13.51,8.5
41,2014-02-23,9.4,-3.1,12.5,,1031.3,69,12.68,7.1
41,2014-02-24,10.8,-2.1,12.9,,1029.8,71,12.54,6.6
41,2014-02-25,13.1,-3.1,16.2,,1028.9,75,13.94,7.7
41,2014-02-26,16,-1,17,,1024.3,63,13.15,6.8
41,2014-02-27,13.8,1.3,12.5,,1020.8,70,12.35,5.4
41,2014-02-28,13.3,0,13.3,,1021.8,68,13.33,5.2
41,2014-03-01,10.4,1.6,8.8,,1019,69,10.52,2
41,2014-03-02,11.4,-0.6,12,,1021.8,58,19.26,10.5
41,2014-03-03,12.1,-2.2,14.3,,1026.9,47,17.44,10.4
41,2014-03-04,12.2,-1,13.2,,1022.8,56,13.69,7.1
41,2014-03-05,6.3,-0.7,7,,1023.9,38,20.32,10.9
41,2014-03-06,6,-2.9,8.9,,1027.6,40,18.82,10.5
41,2014-03-07,5.6,-3.8,9.4,,1030.4,40,20.07,10.6
41,2014-03-08,7.5,-3.5,11,,1025.3,56,14.54,7.7
41,2014-03-09,6.3,-0.8,7.1,5.6,1021.6,58,18.86,9.7
41,2014-03-10,7.1,-4.2,11.3,,1027.1,52,21.36,11.2
41,2014-03-11,12.6,-2.2,14.8,,1026.2,56,16.9,8.6
41,2014-03-12,8.6,0.8,7.8,3,1017.6,83,3.88,1.4
41,2014-03-13,8,2.3,5.7,,1014,56,7.61,0
41,2014-03-14,9.5,-0.8,10.3,,1019.6,57,18.89,10.6
41,2014-03-15,14.7,-1.3,16,,1019.4,70,18.35,8.7
41,2014-03-16,17.3,3.1,14.2,,1020.7,73,17.07,7.3
41,2014-03-17,21,4.2,16.8,0,1017.2,77,12.25,4.4
41,2014-03-18,15,6.1,8.9,0,1015.7,76,13.65,6.1
41,2014-03-19,11.5,5.7,5.8,,1017,66,5.73,0
41,2014-03-20,12.1,2.8,9.3,0.6,1014.4,69,13.02,4.4
41,2014-03-21,12.1,1.3,10.8,,1020.6,56,21.41,11.5
41,2014-03-22,16.8,0.4,16.4,,1023.8,61,17.5,10.8
41,2014-03-23,17.8,2.6,15.2,,1027.8,64,16.29,10.2
41,2014-03-24,16.9,2.4,14.5,,1022.6,60,16.43,8.5
41,2014-03-25,18.6,12.2,6.4,0.3,1015,73,7.4,0.4
41,2014-03-26,21.3,7.1,14.2,1.4,1010.7,76,13.84,6.3
41,2014-03-27,20.3,4.3,16,,1017.1,72,14.59,9.1
41,2014-03-28,24.7,10.5,14.2,,1016.8,55,16.67,7.9
41,2014-03-29,17.8,12.3,5.5,0,1008.8,72,4.04,0
41,2014-03-30,20.8,9,11.8,0,1010,63,18.53,10.8
41,2014-03-31,20.7,5.1,15.6,,1016.5,55,15.62,8.6
41,2014-04-01,23.8,5.4,18.4,,1016.1,41,17.26,10.2
41,2014-04-02,23.2,6.3,16.9,,1017,32,18.62,10
41,2014-04-03,14.8,4.6,10.2,1,1014.1,66,5.92,0
41,2014-04-04,11.2,2.7,8.5,0,1013.8,51,20.62,11.4
41,2014-04-05,11.5,1.4,10.1,0.2,1014.8,60,17.96,9.8
41,2014-04-06,12.9,3.3,9.6,,1020.6,45,22.11,11.9
41,2014-04-07,16.9,3.9,13,,1019,63,18.17,9.1
41,2014-04-08,20.3,2.5,17.8,,1018.3,64,20.45,11.7
41,2014-04-09,15,5.9,9.1,,1017.9,88,12.12,5
41,2014-04-10,19.3,7.5,11.8,,1019.1,72,15.72,6.8
41,2014-04-11,17.6,7.3,10.3,,1019.4,73,10.28,0
41,2014-04-12,16.2,9.5,6.7,0.2,1017.7,78,3.75,0
41,2014-04-13,23.4,11.4,12,0.1,1016.9,63,15.24,6.2
41,2014-04-14,22.1,9.3,12.8,,1020.5,59,19.25,10.7
41,2014-04-15,18.8,7.2,11.6,,1019.6,79,15.69,5.7
41,2014-04-16,21.4,9.3,12.1,,1016.1,81,10.08,4.3
41,2014-04-17,21.9,6.6,15.3,4.9,1013.3,67,11.24,4.7
41,2014-04-18,23.5,10.4,13.1,,1015.7,63,17.56,8.1
41,2014-04-19,19.2,10.4,8.8,,1019.5,58,11.99,2.3
41,2014-04-20,21.5,9.7,11.8,,1017.9,50,21.7,11.2
41,2014-04-21,21.5,9.3,12.2,,1015.7,59,19.79,9.9
41,2014-04-22,23.4,6.7,16.7,,1015.7,49,20.03,10.2
41,2014-04-23,25,7.6,17.4,,1018.2,58,21.3,11.8
41,2014-04-24,25.9,9.9,16,,1021.4,58,19.69,10.3
41,2014-04-25,26.3,9.7,16.6,,1023.1,46,20.37,11.3
41,2014-04-26,25.2,10.5,14.7,,1022.6,47,12.78,3.1
41,2014-04-27,18.1,13.6,4.5,11.1,1020.5,88,5.4,0
41,2014-04-28,15,12.5,2.5,27.3,1014.1,91,4.42,0
41,2014-04-29,20,11.6,8.4,10.9,1010,66,13.37,3
41,2014-04-30,21.6,12,9.6,,1010.2,60,16.45,6.3
41,2014-05-01,21.9,8.7,13.2,,1014,66,22.66,12.2
41,2014-05-02,25.4,9.7,15.7,1.1,1013.1,75,16.77,7.5
41,2014-05-03,19.8,7.8,12,,1019.1,56,25.21,13.1
41,2014-05-04,20.1,7.6,12.5,0.4,1015.3,57,16.48,6
41,2014-05-05,16.3,7.3,9,,1017.8,53,24.57,12.6
41,2014-05-06,19.3,6,13.3,,1018.2,55,24.15,11.8
41,2014-05-07,23,7.5,15.5,0.6,1013.1,46,22.09,11.7
41,2014-05-08,17.9,9.9,8,7.3,1011.5,89,12.27,5
41,2014-05-09,23.8,8.6,15.2,,1018.2,68,21.86,10.3
41,2014-05-10,27.4,10.5,16.9,,1019.9,44,23.88,12.4
41,2014-05-11,23.4,15.3,8.1,27.7,1011,53,8.47,0.2
41,2014-05-12,21.5,12.6,8.9,12.8,1005.9,78,18.11,8.4
41,2014-05-13,26.7,11.7,15,,1007.3,71,22.57,11.2
41,2014-05-14,26.9,15.1,11.8,,1002.1,60,23.18,10.6
41,2014-05-15,23.4,13.1,10.3,0.2,1001.4,70,23.53,10.7
41,2014-05-16,26.3,10.6,15.7,,1008.7,54,23.31,12
41,2014-05-17,25.7,12,13.7,,1012.3,64,18.04,11.4
41,2014-05-18,26.4,12.2,14.2,,1013.2,60,21.7,12.2
41,2014-05-19,26,11.5,14.5,,1012.7,60,20.45,8.1
41,2014-05-20,28.2,14.6,13.6,,1006.5,52,15.79,5.2
41,2014-05-21,24.6,14.6,10,,1007.3,73,22.9,10.2
41,2014-05-22,28,12.3,15.7,,1012.1,70,23.6,10.6
41,2014-05-23,26.9,15.9,11,,1017.8,76,19.53,9.2
41,2014-05-24,27.6,16.3,11.3,,1017,74,15.51,4.6
41,2014-05-25,25.4,18.3,7.1,12.1,1008.7,82,7.37,0.3
41,2014-05-26,24.9,16,8.9,2.2,1002.9,68,21.91,9.6
41,2014-05-27,29.6,15,14.6,,1000.2,51,24.07,12.2
41,2014-05-28,29.6,17.9,11.7,,1000.2,61,20.31,10.2
41,2014-05-29,31.2,16.2,15,,1007.2,65,24.1,11.9
41,2014-05-30,31.8,15.5,16.3,,1010.2,52,23.88,12.4
41,2014-05-31,33.2,18.1,15.1,,1012.6,57,22.71,10.8
41,2014-06-01,30.6,18.5,12.1,,1011.8,61,15.58,4.4
41,2014-06-02,24.7,19,5.7,4.6,1008,73,4.65,0
41,2014-06-03,20.3,17.2,3.1,41.8,1005.9,91,4.26,0
41,2014-06-04,27.8,18.4,9.4,,1005.2,62,18.77,7.7
41,2014-06-05,26.3,19.8,6.5,,1004.7,58,13.08,1.3
41,2014-06-06,30.2,17.2,13,,1004.8,61,25.32,13
41,2014-06-07,28,18.1,9.9,,1004.9,68,19.18,7.3
41,2014-06-08,25.3,18.3,7,,1007,79,13.08,2.1
41,2014-06-09,28.4,17.6,10.8,,1009.6,75,22.08,9.4
41,2014-06-10,29,18.6,10.4,0.3,1009.5,72,17.23,6.8
41,2014-06-11,25,17.7,7.3,5.6,1006.3,81,11.86,2.8
41,2014-06-12,27.2,17.8,9.4,,1002.5,74,19.66,8.1
41,2014-06-13,26.3,17.8,8.5,,1004,80,15.12,6.2
41,2014-06-14,28,17.4,10.6,,1007.4,74,23.97,11
41,2014-06-15,29.1,18.2,10.9,,1007.1,71,23.2,10.7
41,2014-06-16,29.7,17.2,12.5,,1006.1,69,20.58,10.3
41,2014-06-17,29.6,20.2,9.4,,1004.6,74,14.61,2.4
41,2014-06-18,29.8,20,9.8,,1004.5,75,20.7,10.5
41,2014-06-19,27.3,19.6,7.7,,1006.3,81,14.37,4.6
41,2014-06-20,28.8,19.3,9.5,1.4,1007.8,75,15.38,3.1
41,2014-06-21,27.7,20.5,7.2,14.2,1007.8,81,13.99,1
41,2014-06-22,29.5,19.9,9.6,0,1007,74,18.48,8.2
41,2014-06-23,27.3,19.9,7.4,0.2,1006.2,82,18.54,7.4
41,2014-06-24,28.5,19.3,9.2,,1006.5,76,21.69,10.1
41,2014-06-25,29.7,18.8,10.9,,1008.5,76,20.8,7.9
41,2014-06-26,30.1,19.6,10.5,,1007.4,74,20.27,10.1
41,2014-06-27,30.2,19.6,10.6,,1005.1,75,23.5,10.8
41,2014-06-28,29.5,20.6,8.9,,1003.1,74,21.86,8.6
41,2014-06-29,29.5,19.7,9.8,,1005.1,73,16.75,6.8
41,2014-06-30,30.3,19.4,10.9,,1008.5,73,20.26,10.4
41,2014-07-01,32.3,20.2,12.1,,1009.8,72,20.15,10.1
41,2014-07-02,29.9,21.9,8,7.7,1007.1,82,13.29,1.3
41,2014-07-03,25,20.6,4.4,0.7,1001.6,81,5.69,0
41,2014-07-04,32,20.9,11.1,,1006.3,65,20.2,9.8
41,2014-07-05,29.3,20.6,8.7,,1010.1,75,14.79,1.5
41,2014-07-06,27.7,21.6,6.1,,1006.5,69,14.8,1.8
41,2014-07-07,33.7,19.7,14,,1005.5,64,25.09,12.6
41,2014-07-08,30.4,22.1,8.3,7.2,1006.6,76,14.66,5.5
41,2014-07-09,32.6,23.6,9,9.6,1001.9,86,11.81,3.8
41,2014-07-10,32.9,23.3,9.6,,995.8,69,19.57,9.1
41,2014-07-11,33.1,22.2,10.9,,1000.9,71,23.75,11.2
41,2014-07-12,29.1,21.9,7.2,,1003.9,80,10.83,0.7
41,2014-07-13,29.5,22.7,6.8,,1003.3,81,17.42,6.1
41,2014-07-14,31.5,21.9,9.6,,1007.9,77,18.77,9
41,2014-07-15,31.2,22.6,8.6,0,1010,77,16.12,4.2
41,2014-07-16,31.5,22.5,9,,1010.1,73,14.17,6
41,2014-07-17,29.1,22.2,6.9,1.9,1011.3,83,11.28,3.1
41,2014-07-18,30.8,19.7,11.1,114.8,1011.8,87,17,6.2
41,2014-07-19,31.1,24.2,6.9,,1012.3,86,11.92,0.1
41,2014-07-20,32.4,24.2,8.2,,1011.1,83,17.04,5.8
41,2014-07-21,30.8,23,7.8,,1008.8,83,15.34,6.1
41,2014-07-22,28.2,23.9,4.3,7.7,1007,89,6.54,0.5
41,2014-07-23,24.9,20.4,4.5,49.4,1005.7,97,3.65,0
41,2014-07-24,27.2,19.8,7.4,32.5,1006.9,91,7.42,2.4
41,2014-07-25,34.6,22.8,11.8,30.7,1004.1,82,17.31,6.6
41,2014-07-26,27,21.4,5.6,1.7,1007.6,84,10.64,3.5
41,2014-07-27,29.7,20.7,9,,1010.8,79,18.12,7.6
41,2014-07-28,31.2,20.3,10.9,,1008.8,74,17.98,8.1
41,2014-07-29,27.5,22.8,4.7,0.1,1009.7,79,14.41,3.6
41,2014-07-30,33.5,23.7,9.8,,1010.5,76,16.34,7.6
41,2014-07-31,34.2,25.1,9.1,0,1009.9,77,14.42,5.4
41,2014-08-01,34,24.8,9.2,,1007.3,66,15.01,6.4
41,2014-08-02,34.3,25.2,9.1,1.4,1001.7,60,15.41,5.3
41,2014-08-03,30.3,23.9,6.4,29.4,996.4,89,7.38,0.4
41,2014-08-04,28.5,24.2,4.3,5.8,999.1,96,6.84,0.6
41,2014-08-05,31.1,24,7.1,,1004.1,90,11.74,4.1
41,2014-08-06,27.7,21.7,6,26.5,1006,92,6.14,0.1
41,2014-08-07,25.8,21.3,4.5,0.4,1006.9,95,5.55,0
41,2014-08-08,30,20.2,9.8,,1008,66,20.26,10.2
41,2014-08-09,31.5,21.5,10,,1006,50,22.61,11
41,2014-08-10,28.5,19.7,8.8,45.6,1000.8,78,7.75,0.3
41,2014-08-11,28.6,18.2,10.4,,1002.3,82,20.94,12
41,2014-08-12,30.6,21.2,9.4,,1004.9,83,18.85,8.6
41,2014-08-13,26.1,20.8,5.3,1.4,1008.9,90,5.66,0
41,2014-08-14,23.7,20.5,3.2,7.6,1009.5,91,4.15,0
41,2014-08-15,29.3,20.7,8.6,,1008.8,83,13.25,4.3
41,2014-08-16,30.2,20.2,10,0,1010.3,83,16.73,7.3
41,2014-08-17,24.8,22,2.8,4.3,1012.4,88,3.26,0
41,2014-08-18,25.7,20.3,5.4,5.7,1009.3,90,8.35,0.2
41,2014-08-19,26,20.8,5.2,4,1010.1,94,5.27,0.3
41,2014-08-20,29,21.8,7.2,0.3,1010.6,85,11.75,1.9
41,2014-08-21,25.1,21.9,3.2,117.7,1006.8,98,4.88,0.1
41,2014-08-22,28.9,21.8,7.1,,1010.7,85,17.36,8.7
41,2014-08-23,29.8,22.1,7.7,,1010.2,85,12.79,5.4
41,2014-08-24,30.4,21.2,9.2,0.2,1008.7,82,15.89,6.5
41,2014-08-25,29.2,23.5,5.7,0.1,1007.2,77,8.97,1.3
41,2014-08-26,30.4,22.3,8.1,,1011,72,14.53,5.1
41,2014-08-27,28.7,21,7.7,,1015.1,68,14.28,6.4
41,2014-08-28,30.5,20.6,9.9,,1016.4,70,22.29,11.8
41,2014-08-29,30.6,19.8,10.8,40.5,1015.3,82,16.82,8.3
41,2014-08-30,29.6,19.6,10,,1014.6,76,18.79,10.6
41,2014-08-31,27,19.9,7.1,,1013.7,72,12.88,4.8
41,2014-09-01,30.7,18.5,12.2,1.2,1014,80,16.34,8
41,2014-09-02,27.1,19,8.1,8.8,1011.8,77,9.89,1.3
41,2014-09-03,23.4,17.8,5.6,60.3,1003,99,1.89,0
41,2014-09-04,28.3,17.8,10.5,,1008.6,80,9.08,11.9
41,2014-09-05,29.6,19,10.6,,1012.7,82,8.35,8.8
41,2014-09-06,30.7,19.8,10.9,,1012.2,71,8.45,10.1
41,2014-09-07,31.4,18.1,13.3,,1009,80,7.99,9.3
41,2014-09-08,29.4,19.9,9.5,,1007.2,84,6.12,6.8
41,2014-09-09,28.2,16.9,11.3,,1008.2,72,7.26,7.4
41,2014-09-10,28.5,15.6,12.9,,1010.8,69,8.91,11.7
41,2014-09-11,29.2,16.1,13.1,,1013,69,7.84,10.2
41,2014-09-12,25.5,18,7.5,,1013.6,76,3.9,0.3
41,2014-09-13,28.4,18.8,9.6,,1014.8,65,7.1,10.5
41,2014-09-14,28.4,18.4,10,,1015.4,61,7.82,10.4
41,2014-09-15,27.5,20.2,7.3,,1013.7,74,5.7,3.8
41,2014-09-16,27.3,15.6,11.7,,1015.6,46,7.92,9.7
41,2014-09-17,24.3,17.7,6.6,,1016.5,55,3.54,0.2
41,2014-09-18,23.8,15.1,8.7,,1017.8,68,4.83,4.5
41,2014-09-19,27.7,12.8,14.9,,1014.7,65,8.5,11.5
41,2014-09-20,27.3,14.8,12.5,,1014.2,61,8.35,11.4
41,2014-09-21,27,15.9,11.1,,1017.3,65,5.23,6.5
41,2014-09-22,28.2,14.2,14,,1018.7,61,8.05,11.3
41,2014-09-23,27.9,17.7,10.2,0,1017,58,6.68,7.6
41,2014-09-24,23,17.8,5.2,12.2,1009.5,86,3.04,2.1
41,2014-09-25,27.8,16.9,10.9,,1013.4,76,8.02,10.1
41,2014-09-26,25.8,17.9,7.9,,1016.3,80,4.26,2.6
41,2014-09-27,26.5,17.1,9.4,,1016.9,85,5.67,8.3
41,2014-09-28,25.1,18.3,6.8,,1015.9,84,3.39,0.5
41,2014-09-29,21.7,17.7,4,9.5,1013.9,96,1.14,0
41,2014-09-30,24.3,15.6,8.7,,1016.9,75,5.19,7.6
41,2014-10-01,24,16,8,,1017,75,4.71,5
41,2014-10-02,21.3,15.6,5.7,0.5,1010.1,87,1.98,0
41,2014-10-03,20.9,11.6,9.3,,1012.8,75,4.94,6.2
41,2014-10-04,23.5,11.1,12.4,,1019.6,65,7.26,10.4
41,2014-10-05,22.5,11.9,10.6,,1018.8,53,7.36,10.9
41,2014-10-06,22.3,11.3,11,,1018.5,60,6.71,10.2
41,2014-10-07,23,10.5,12.5,,1022,71,6.53,10.4
41,2014-10-08,24.3,9.3,15,,1022.2,70,6.81,10.3
41,2014-10-09,26.1,11,15.1,,1020.7,71,6.84,10.6
41,2014-10-10,27.4,11.7,15.7,,1021.5,66,9.25,10.5
41,2014-10-11,26.1,14.1,12,,1023,58,14.5,10.8
41,2014-10-12,28.2,13.6,14.6,,1018,57,13.66,9.7
41,2014-10-13,22.1,11.9,10.2,,1012.9,54,13.07,8.8
41,2014-10-14,20.7,8.5,12.2,,1017.6,54,14.1,10.8
41,2014-10-15,20.3,8.7,11.6,,1018.2,63,12.9,8.9
41,2014-10-16,18.9,9.2,9.7,6.8,1019.2,53,12.39,8.1
41,2014-10-17,21.1,5.3,15.8,,1023.4,63,13.52,10.3
41,2014-10-18,22.1,7.6,14.5,,1024.1,75,12.03,9.7
41,2014-10-19,22.8,8.6,14.2,,1022.3,66,9.64,5.8
41,2014-10-20,16.4,13.3,3.1,35,1016.8,99,0.83,0
41,2014-10-21,15.8,12.2,3.6,41.1,1016.8,93,1.36,0
41,2014-10-22,19,9.8,9.2,,1020.3,74,9.88,6.3
41,2014-10-23,19.7,8.1,11.6,,1021.3,76,12.18,9.9
41,2014-10-24,21.2,8.9,12.3,,1020.7,85,9.22,5.3
41,2014-10-25,22.2,9.8,12.4,,1020.5,88,10.87,8.3
41,2014-10-26,20.2,11.1,9.1,0,1018.6,84,5.68,2.2
41,2014-10-27,18.2,6.4,11.8,,1023.6,40,12.84,10.3
41,2014-10-28,18.3,1.9,16.4,,1026.3,63,12.03,10.2
41,2014-10-29,20.7,4.3,16.4,,1026.6,64,10.8,9
41,2014-10-30,20.6,6.2,14.4,,1024.4,59,7.91,4.8
41,2014-10-31,15.9,11.1,4.8,2,1018.6,79,2.94,0
41,2014-11-01,21.3,13,8.3,,1013.4,78,6.93,2.7
41,2014-11-02,15.9,7.7,8.2,4.3,1012.3,56,9.5,7.6
41,2014-11-03,14.3,2.6,11.7,,1019.4,46,11.12,10
41,2014-11-04,17.9,3.7,14.2,,1022.3,70,11.17,10
41,2014-11-05,18.2,4.3,13.9,,1021.1,77,9.82,8.7
41,2014-11-06,18.8,9.3,9.5,0.1,1020.8,69,6.41,4.1
41,2014-11-07,15.9,3.4,12.5,,1025.7,67,9.5,9.1
41,2014-11-08,15.5,5.6,9.9,,1025,73,4.03,0.7
41,2014-11-09,15.7,4.7,11,,1024.2,63,9.97,9.2
41,2014-11-10,17.1,1.6,15.5,,1022.9,71,10.03,9.4
41,2014-11-11,15.6,3.7,11.9,2.2,1017,78,8.35,7.2
41,2014-11-12,11.1,-0.1,11.2,5.8,1014.8,54,6.78,5.6
41,2014-11-13,5.1,-1.5,6.6,,1024.1,43,10.13,9.2
41,2014-11-14,10.6,-0.5,11.1,0,1025.5,59,9.01,8.8
41,2014-11-15,10.7,-1.3,12,,1029.9,51,8.78,8.3
41,2014-11-16,12.7,0.9,11.8,0.4,1026.1,50,7.75,5.9
41,2014-11-17,10.5,3,7.5,2.3,1024.9,78,6.54,5.4
41,2014-11-18,11.1,-1,12.1,,1028.6,67,9.74,9.7
41,2014-11-19,12.8,-1.9,14.7,,1028.1,70,8.71,9.1
41,2014-11-20,14.4,0.8,13.6,,1025.2,72,8.29,8.6
41,2014-11-21,16.8,2.8,14,,1023.3,71,7.48,6.3
41,2014-11-22,11,4.6,6.4,4.9,1024.5,93,1.41,0.1
41,2014-11-23,12,4.2,7.8,,1025.7,87,5.1,1.3
41,2014-11-24,12.5,6.5,6,,1020.8,72,2.14,0
41,2014-11-25,15,3.7,11.3,,1017.8,66,5.65,4.1
41,2014-11-26,15.2,6.6,8.6,,1018.9,64,6.8,5.9
41,2014-11-27,15.4,5.5,9.9,,1023,80,4.94,2.9
41,2014-11-28,11.3,6.9,4.4,16.4,1015.2,90,0.57,0
41,2014-11-29,12.2,4.2,8,,1020.8,89,7.12,7.7
41,2014-11-30,11,6.9,4.1,7.8,1012.8,89,2.08,0
41,2014-12-01,8.7,-5.8,14.5,0.9,1015.8,62,3.99,3
41,2014-12-02,-0.6,-6.9,6.3,0,1022.9,49,9.05,8.9
41,2014-12-03,0.5,-5.6,6.1,3.6,1020.7,69,3.37,3.5
41,2014-12-04,0.5,-6.5,7,0,1020.7,51,8.01,8.8
41,2014-12-05,-0.7,-8.1,7.4,,1022,48,8.56,9.1
41,2014-12-06,0.4,-8.1,8.5,0,1024.9,52,7.98,7.2
41,2014-12-07,0.2,-7,7.2,0.1,1027.3,55,5.35,3.6
41,2014-12-08,3.6,-4.4,8,0.6,1030.8,63,8.21,8.6
41,2014-12-09,3.5,-7.9,11.4,,1035.5,53,8,8.6
41,2014-12-10,5,-3.1,8.1,1.7,1025.2,62,3.18,0.7
41,2014-12-11,3.4,-4.1,7.5,0.3,1023.8,62,6.54,6.5
41,2014-12-12,3,-5.4,8.4,0.4,1023.4,66,6.47,5.3
41,2014-12-13,-0.6,-6.6,6,,1027.1,48,7.98,8.7
41,2014-12-14,1.7,-9,10.7,0,1029.8,65,6.75,6
41,2014-12-15,4.3,-1.9,6.2,9.1,1024.7,85,1.88,0
41,2014-12-16,2.2,-7.7,9.9,1,1020.1,60,8.5,7.8
41,2014-12-17,-4,-9.5,5.5,,1025.8,39,8.24,8.9
41,2014-12-18,-0.4,-11.1,10.7,,1034.3,40,8.3,8.9
41,2014-12-19,1.1,-7.4,8.5,1.1,1028.8,53,3.83,0.4
41,2014-12-20,2.1,-4.6,6.7,5.9,1022,68,8.14,7.9
41,2014-12-21,-0.3,-7.3,7,0,1023.9,55,6.84,6.4
41,2014-12-22,2.6,-9.3,11.9,1.7,1024.9,76,5.46,4.6
41,2014-12-23,3.7,-7.2,10.9,0,1025.9,76,4.08,0.8
41,2014-12-24,8.3,-1.9,10.2,0,1022.4,68,5.8,6.6
41,2014-12-25,3.4,-4.1,7.5,,1028.4,50,8.33,8.9
41,2014-12-26,2.7,-6.8,9.5,,1031.1,48,8.27,8.8
41,2014-12-27,5.1,-6.9,12,,1030.4,60,7.42,8.5
41,2014-12-28,2.5,-5.9,8.4,,1022.5,73,2.62,0
41,2014-12-29,7.4,-1.2,8.6,,1015.3,77,4.21,2.4
41,2014-12-30,7.5,-2.8,10.3,,1017.5,76,7,7.1
41,2014-12-31,3.1,-5.8,8.9,0.7,1018.6,59,6.79,6.1
41,2015-01-01,-3.4,-8.5,5.1,,1025.1,43,8.42,8.5
41,2015-01-02,-0.5,-8.3,7.8,,1025.9,45,7.96,8.5
41,2015-01-03,2.4,-9.9,12.3,,1024.1,60,7.15,7.4
41,2015-01-04,8.5,-2.1,10.6,,1018.6,74,5.38,4.7
41,2015-01-05,9.3,-2.9,12.2,2,1016.9,80,5.89,4.6
41,2015-01-06,4.2,-6.1,10.3,2.4,1017.3,54,8.88,8.9
41,2015-01-07,0.2,-6.9,7.1,,1023.1,34,8.74,8.8
41,2015-01-08,0.8,-10.2,11,,1026.5,55,8.68,9.2
41,2015-01-09,3.3,-8.1,11.4,,1025.7,72,5.72,5.1
41,2015-01-10,5.8,-6.8,12.6,,1024.1,71,8.52,9
41,2015-01-11,3.6,-2.9,6.5,0,1024.7,60,8.64,9
41,2015-01-12,3.9,-7.3,11.2,,1035.1,45,8.63,9.1
41,2015-01-13,6.7,-7.1,13.8,,1034.3,54,7.56,7
41,2015-01-14,7.6,-0.6,8.2,,1027,50,3.3,0.8
41,2015-01-15,9.2,-0.9,10.1,,1022.7,61,7.02,6.9
41,2015-01-16,3.7,-1.5,5.2,0.8,1020.9,80,2.33,0.8
41,2015-01-17,0.5,-6.4,6.9,,1029.2,52,9.49,9.5
41,2015-01-18,3.1,-7.1,10.2,4.7,1022.8,78,4.84,1.9
41,2015-01-19,4.6,-2.6,7.2,0.5,1023.3,71,7.94,7.4
41,2015-01-20,5.6,-6.1,11.7,,1027.8,62,8.1,7.7
41,2015-01-21,7.6,-1.3,8.9,0.8,1022.1,67,4.85,0.7
41,2015-01-22,8.3,-0.9,9.2,0,1019.3,81,4.73,1.3
41,2015-01-23,4.9,-2.3,7.2,,1022.7,81,3.46,1.7
41,2015-01-24,8.9,0.2,8.7,,1026.4,71,6.68,5.9
41,2015-01-25,5.5,-0.4,5.9,5.5,1023.8,84,1.74,0
41,2015-01-26,6.5,0.8,5.7,0.8,1020,92,2.09,0.4
41,2015-01-27,1.4,-6.2,7.6,,1025.3,56,10.13,9.4
41,2015-01-28,2.4,-7.6,10,,1029.5,54,8.82,7.7
41,2015-01-29,4,-4.8,8.8,,1027,59,4.07,0.1
41,2015-01-30,1.5,-5.6,7.1,,1026.5,48,9.39,8.8
41,2015-01-31,1.1,-7.1,8.2,,1032.5,49,10.53,9.7
41,2015-02-01,4.3,-9.1,13.4,,1033.5,51,10.79,9.8
41,2015-02-02,6.4,-6.4,12.8,,1032,59,9.38,7.6
41,2015-02-03,6.5,-5.1,11.6,,1029.1,73,8.27,8.1
41,2015-02-04,6.1,-4.7,10.8,,1023.4,81,9.09,8
41,2015-02-05,5.5,-3.9,9.4,,1023.8,65,9.29,9
41,2015-02-06,6.2,-5,11.2,,1026.2,75,10.03,8.7
41,2015-02-07,6.5,-3,9.5,,1021.7,72,5.54,2.7
41,2015-02-08,-1.3,-10.5,9.2,,1027.5,36,11.74,9.8
41,2015-02-09,1.1,-11.7,12.8,0.7,1027.5,55,9.06,6.4
41,2015-02-10,7.6,-2.9,10.5,,1018.1,73,8.18,7.7
41,2015-02-11,8.3,-1.2,9.5,,1013.6,62,9.41,7.4
41,2015-02-12,3,-3.5,6.5,,1015.3,37,12.06,10.2
41,2015-02-13,3.7,-5.3,9,,1020.5,45,12.18,10.1
41,2015-02-14,8.6,-4.4,13,,1021.5,79,4.3,2.6
41,2015-02-15,12.9,0,12.9,0,1020.3,67,8.47,5.7
41,2015-02-16,8.4,3.6,4.8,12.3,1014.6,95,1.31,0
41,2015-02-17,4,1.3,2.7,0.1,1016.8,81,3.9,1.4
